x_val,y_val,pitch,yaw,val,time4,-82,0,0,0.467378,0.000000,1493599230
5,-82,0,0,0.467623,0.000000,1493599230
5,-82,0,0,0.467623,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
5,-81,0,0,0.456303,0.000000,1493599230
4,-81,0,0,0.456059,0.000000,1493599230
4,-81,0,0,0.456059,0.000000,1493599230
3,-81,0,0,0.455869,0.000000,1493599230
3,-81,0,0,0.455869,0.000000,1493599230
2,-81,0,0,0.455734,0.000000,1493599230
2,-81,0,0,0.455734,0.000000,1493599230
2,-81,0,0,0.455734,0.000000,1493599230
1,-81,0,0,0.455652,0.000000,1493599230
1,-80,0,0,0.444472,0.000000,1493599230
0,-80,0,0,0.444444,0.000000,1493599230
0,-81,0,0,0.455625,0.000000,1493599230
0,-81,0,0,0.455625,0.000000,1493599230
0,-81,0,0,0.455625,0.000000,1493599230
0,-80,0,0,0.444444,0.000000,1493599230
0,-80,0,0,0.444444,0.000000,1493599230
-1,-80,0,0,0.444472,0.000000,1493599230
-1,-80,0,0,0.444472,0.000000,1493599231
-1,-80,0,0,0.444472,0.000000,1493599231
0,-80,0,0,0.444444,0.000000,1493599231
0,-80,0,0,0.444444,0.000000,1493599231
1,-81,0,0,0.455652,0.000000,1493599231
1,-80,0,0,0.444472,0.000000,1493599231
1,-81,0,0,0.455652,0.000000,1493599231
2,-80,0,0,0.444553,0.000000,1493599231
2,-80,0,0,0.444553,0.000000,1493599231
2,-80,0,0,0.444553,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-80,0,0,0.444689,0.000000,1493599231
3,-81,0,0,0.455869,0.000000,1493599231
3,-81,0,0,0.455869,0.000000,1493599231
3,-81,0,0,0.455869,0.000000,1493599231
2,-81,0,0,0.455734,0.000000,1493599231
2,-81,0,0,0.455734,0.000000,1493599231
2,-81,0,0,0.455734,0.000000,1493599231
1,-81,0,0,0.455652,0.000000,1493599231
0,-81,0,0,0.455625,0.000000,1493599231
1,-81,0,0,0.455652,0.000000,1493599231
0,-81,0,0,0.455625,0.000000,1493599231
-1,-81,0,0,0.455652,0.000000,1493599231
-1,-81,0,0,0.455652,0.000000,1493599231
-1,-81,0,0,0.455652,0.000000,1493599231
-1,-81,0,0,0.455652,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599231
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-1,-81,0,0,0.455652,0.000000,1493599232
-1,-81,0,0,0.455652,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-1,-81,0,0,0.455652,0.000000,1493599232
-1,-81,0,0,0.455652,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-1,-81,0,0,0.455652,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-2,-81,0,0,0.455734,0.000000,1493599232
-1,-81,0,0,0.455652,0.000000,1493599232
-1,-81,0,0,0.455652,0.000000,1493599232
0,-81,0,0,0.455625,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-82,0,0,0.466972,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
1,-81,0,0,0.455652,0.000000,1493599232
