x_val,y_val,pitch,yaw,val,time-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-33,15,0,0,0.045166,1493580535
-32,15,0,0,0.0434028,1493580535
-32,15,0,0,0.0434028,1493580535
-32,15,0,0,0.0434028,1493580535
-32,15,0,0,0.0434028,1493580535
-31,15,0,0,0.0416938,1493580535
-31,15,0,0,0.0416938,1493580535
-31,15,0,0,0.0416938,1493580535
-31,15,0,0,0.0416938,1493580535
-31,15,0,0,0.0416938,1493580535
-31,15,0,0,0.0416938,1493580535
-31,15,0,0,0.0416938,1493580536
-32,15,0,0,0.0434028,1493580536
-32,15,0,0,0.0434028,1493580536
-32,15,0,0,0.0434028,1493580536
-32,15,0,0,0.0434028,1493580536
-31,15,0,0,0.0416938,1493580536
-32,15,0,0,0.0434028,1493580536
-32,15,0,0,0.0434028,1493580536
-32,15,0,0,0.0434028,1493580536
-32,15,0,0,0.0434028,1493580536
-32,15,0,0,0.0434028,1493580536
-33,15,0,0,0.045166,1493580536
-33,14,0,0,0.0431521,1493580536
-30,13,0,0,0.0361502,1493580536
-26,13,0,0,0.0300738,1493580536
-23,13,0,0,0.0260862,1493580536
-23,13,0,0,0.0260862,1493580536
-23,13,0,0,0.0260862,1493580536
-22,13,0,0,0.0248655,1493580536
-19,12,0,0,0.0197928,1493580536
-19,12,0,0,0.0197928,1493580536
-20,12,0,0,0.0208507,1493580536
-20,12,0,0,0.0208507,1493580536
-19,12,0,0,0.0197928,1493580536
-16,12,0,0,0.0169444,1493580536
-15,11,0,0,0.0145063,1493580536
-15,10,0,0,0.013048,1493580536
-15,8,0,0,0.010548,1493580536
-17,8,0,0,0.0122841,1493580536
-21,6,0,0,0.0144629,1493580536
-25,2,0,0,0.017232,1493580536
-27,0,0,0,0.0197754,1493580536
-26,-1,0,0,0.0184071,1493580536
-26,-1,0,0,0.0184071,1493580536
-26,-1,0,0,0.0184071,1493580536
-27,-1,0,0,0.0198448,1493580537
-29,-2,0,0,0.0230914,1493580537
-29,-2,0,0,0.0230914,1493580537
-33,-4,0,0,0.0306521,1493580537
-36,-4,0,0,0.0362674,1493580537
-41,-5,0,0,0.0473362,1493580537
-44,-4,0,0,0.0536285,1493580537
-46,-3,0,0,0.0580252,1493580537
-46,-4,0,0,0.0585113,1493580537
-46,-5,0,0,0.0591363,1493580537
-46,-5,0,0,0.0591363,1493580537
-46,-4,0,0,0.0585113,1493580537
-47,-4,0,0,0.0610341,1493580537
-50,-4,0,0,0.068928,1493580537
-53,-4,0,0,0.0773101,1493580537
-55,-5,0,0,0.0837945,1493580537
-55,-5,0,0,0.0837945,1493580537
-56,-5,0,0,0.0868056,1493580537
-56,-6,0,0,0.0875694,1493580537
-61,-7,0,0,0.104341,1493580537
-61,-8,0,0,0.105383,1493580537
-60,-8,0,0,0.102101,1493580537
-58,-8,0,0,0.0956988,1493580537
-57,-9,0,0,0.0937598,1493580537
-58,-9,0,0,0.0968793,1493580537
-58,-10,0,0,0.0981988,1493580537
-59,-10,0,0,0.101373,1493580537
-60,-11,0,0,0.106059,1493580537
-61,-12,0,0,0.110939,1493580537
-62,-13,0,0,0.116011,1493580537
-63,-14,0,0,0.121277,1493580538
-63,-15,0,0,0.123291,1493580538
-63,-15,0,0,0.123291,1493580538
-64,-15,0,0,0.126736,1493580538
-64,-14,0,0,0.124722,1493580538
-63,-14,0,0,0.121277,1493580538
-60,-13,0,0,0.109392,1493580538
-54,-14,0,0,0.0927127,1493580538
-50,-17,0,0,0.0878863,1493580538
-48,-20,0,0,0.0902778,1493580538
-46,-22,0,0,0.0910113,1493580538
-42,-22,0,0,0.0814627,1493580538
-41,-23,0,0,0.0823362,1493580538
-39,-24,0,0,0.0812598,1493580538
-33,-25,0,0,0.0729438,1493580538
-28,-27,0,0,0.0718924,1493580538
-28,-27,0,0,0.0718924,1493580538
-27,-27,0,0,0.0704004,1493580538
-27,-27,0,0,0.0704004,1493580538
-24,-27,0,0,0.06625,1493580538
-24,-25,0,0,0.0590278,1493580538
-23,-22,0,0,0.0479612,1493580538
